Id,SalePrice
1461,124907.77836879433
1462,124907.77836879433
1463,165466.08908045976
1464,165466.08908045976
1465,249392.46601941748
1466,165466.08908045976
1467,124907.77836879433
1468,165466.08908045976
1469,194238.74476987447
1470,124907.77836879433
1471,194238.74476987447
1472,124907.77836879433
1473,124907.77836879433
1474,165466.08908045976
1475,194238.74476987447
1476,371942.2586206897
1477,249392.46601941748
1478,371942.2586206897
1479,249392.46601941748
1480,371942.2586206897
1481,314894.55384615384
1482,249392.46601941748
1483,124907.77836879433
1484,194238.74476987447
1485,194238.74476987447
1486,194238.74476987447
1487,314894.55384615384
1488,249392.46601941748
1489,194238.74476987447
1490,165466.08908045976
1491,194238.74476987447
1492,124907.77836879433
1493,165466.08908045976
1494,314894.55384615384
1495,314894.55384615384
1496,194238.74476987447
1497,194238.74476987447
1498,194238.74476987447
1499,194238.74476987447
1500,124907.77836879433
1501,165466.08908045976
1502,194238.74476987447
1503,249392.46601941748
1504,249392.46601941748
1505,194238.74476987447
1506,165466.08908045976
1507,165466.08908045976
1508,165466.08908045976
1509,165466.08908045976
1510,124907.77836879433
1511,124907.77836879433
1512,165466.08908045976
1513,165466.08908045976
1514,165466.08908045976
1515,165466.08908045976
1516,165466.08908045976
1517,124907.77836879433
1518,165466.08908045976
1519,194238.74476987447
1520,124907.77836879433
1521,124907.77836879433
1522,165466.08908045976
1523,124907.77836879433
1524,124907.77836879433
1525,124907.77836879433
1526,124907.77836879433
1527,124907.77836879433
1528,124907.77836879433
1529,124907.77836879433
1530,165466.08908045976
1531,165466.08908045976
1532,124907.77836879433
1533,124907.77836879433
1534,124907.77836879433
1535,165466.08908045976
1536,124907.77836879433
1537,124907.77836879433
1538,249392.46601941748
1539,314894.55384615384
1540,165466.08908045976
1541,165466.08908045976
1542,165466.08908045976
1543,247980.9875
1544,124907.77836879433
1545,124907.77836879433
1546,124907.77836879433
1547,165466.08908045976
1548,165466.08908045976
1549,124907.77836879433
1550,165466.08908045976
1551,124907.77836879433
1552,165466.08908045976
1553,165466.08908045976
1554,124907.77836879433
1555,165466.08908045976
1556,124907.77836879433
1557,165466.08908045976
1558,124907.77836879433
1559,165466.08908045976
1560,165466.08908045976
1561,165466.08908045976
1562,124907.77836879433
1563,124907.77836879433
1564,124907.77836879433
1565,165466.08908045976
1566,194238.74476987447
1567,124907.77836879433
1568,165466.08908045976
1569,165466.08908045976
1570,124907.77836879433
1571,165466.08908045976
1572,124907.77836879433
1573,194238.74476987447
1574,124907.77836879433
1575,194238.74476987447
1576,165466.08908045976
1577,194238.74476987447
1578,165466.08908045976
1579,124907.77836879433
1580,194238.74476987447
1581,124907.77836879433
1582,124907.77836879433
1583,314894.55384615384
1584,247980.9875
1585,124907.77836879433
1586,124907.77836879433
1587,124907.77836879433
1588,124907.77836879433
1589,124907.77836879433
1590,124907.77836879433
1591,124907.77836879433
1592,124907.77836879433
1593,124907.77836879433
1594,165466.08908045976
1595,165466.08908045976
1596,247980.9875
1597,165466.08908045976
1598,194238.74476987447
1599,249392.46601941748
1600,249392.46601941748
1601,124907.77836879433
1602,124907.77836879433
1603,124907.77836879433
1604,249392.46601941748
1605,249392.46601941748
1606,124907.77836879433
1607,165466.08908045976
1608,194238.74476987447
1609,194238.74476987447
1610,165466.08908045976
1611,124907.77836879433
1612,165466.08908045976
1613,124907.77836879433
1614,124907.77836879433
1615,124907.77836879433
1616,124907.77836879433
1617,124907.77836879433
1618,124907.77836879433
1619,124907.77836879433
1620,165466.08908045976
1621,124907.77836879433
1622,165466.08908045976
1623,249392.46601941748
1624,165466.08908045976
1625,124907.77836879433
1626,165466.08908045976
1627,165466.08908045976
1628,314894.55384615384
1629,194238.74476987447
1630,314894.55384615384
1631,249392.46601941748
1632,249392.46601941748
1633,194238.74476987447
1634,165466.08908045976
1635,165466.08908045976
1636,124907.77836879433
1637,165466.08908045976
1638,247980.9875
1639,165466.08908045976
1640,247980.9875
1641,165466.08908045976
1642,194238.74476987447
1643,249392.46601941748
1644,249392.46601941748
1645,165466.08908045976
1646,124907.77836879433
1647,194238.74476987447
1648,124907.77836879433
1649,124907.77836879433
1650,124907.77836879433
1651,124907.77836879433
1652,124907.77836879433
1653,124907.77836879433
1654,165466.08908045976
1655,194238.74476987447
1656,165466.08908045976
1657,165466.08908045976
1658,165466.08908045976
1659,194238.74476987447
1660,124907.77836879433
1661,371942.2586206897
1662,371942.2586206897
1663,371942.2586206897
1664,371942.2586206897
1665,371942.2586206897
1666,249392.46601941748
1667,314894.55384615384
1668,371942.2586206897
1669,371942.2586206897
1670,371942.2586206897
1671,194238.74476987447
1672,371942.2586206897
1673,314894.55384615384
1674,249392.46601941748
1675,124907.77836879433
1676,124907.77836879433
1677,194238.74476987447
1678,371942.2586206897
1679,314894.55384615384
1680,371942.2586206897
1681,371942.2586206897
1682,249392.46601941748
1683,194238.74476987447
1684,194238.74476987447
1685,165466.08908045976
1686,194238.74476987447
1687,194238.74476987447
1688,194238.74476987447
1689,194238.74476987447
1690,194238.74476987447
1691,194238.74476987447
1692,314894.55384615384
1693,194238.74476987447
1694,165466.08908045976
1695,194238.74476987447
1696,247980.9875
1697,194238.74476987447
1698,314894.55384615384
1699,314894.55384615384
1700,247980.9875
1701,314894.55384615384
1702,249392.46601941748
1703,249392.46601941748
1704,249392.46601941748
1705,249392.46601941748
1706,371942.2586206897
1707,194238.74476987447
1708,194238.74476987447
1709,371942.2586206897
1710,249392.46601941748
1711,249392.46601941748
1712,249392.46601941748
1713,194238.74476987447
1714,194238.74476987447
1715,194238.74476987447
1716,194238.74476987447
1717,194238.74476987447
1718,124907.77836879433
1719,194238.74476987447
1720,249392.46601941748
1721,194238.74476987447
1722,124907.77836879433
1723,124907.77836879433
1724,194238.74476987447
1725,247980.9875
1726,165466.08908045976
1727,124907.77836879433
1728,194238.74476987447
1729,165466.08908045976
1730,165466.08908045976
1731,124907.77836879433
1732,124907.77836879433
1733,124907.77836879433
1734,124907.77836879433
1735,124907.77836879433
1736,124907.77836879433
1737,314894.55384615384
1738,194238.74476987447
1739,247980.9875
1740,165466.08908045976
1741,124907.77836879433
1742,165466.08908045976
1743,194238.74476987447
1744,249392.46601941748
1745,194238.74476987447
1746,314894.55384615384
1747,247980.9875
1748,165466.08908045976
1749,124907.77836879433
1750,124907.77836879433
1751,247980.9875
1752,124907.77836879433
1753,165466.08908045976
1754,247980.9875
1755,124907.77836879433
1756,124907.77836879433
1757,124907.77836879433
1758,124907.77836879433
1759,165466.08908045976
1760,124907.77836879433
1761,124907.77836879433
1762,165466.08908045976
1763,165466.08908045976
1764,124907.77836879433
1765,165466.08908045976
1766,165466.08908045976
1767,165466.08908045976
1768,124907.77836879433
1769,194238.74476987447
1770,124907.77836879433
1771,124907.77836879433
1772,165466.08908045976
1773,124907.77836879433
1774,165466.08908045976
1775,124907.77836879433
1776,124907.77836879433
1777,124907.77836879433
1778,124907.77836879433
1779,124907.77836879433
1780,194238.74476987447
1781,124907.77836879433
1782,124907.77836879433
1783,124907.77836879433
1784,124907.77836879433
1785,124907.77836879433
1786,165466.08908045976
1787,194238.74476987447
1788,124907.77836879433
1789,124907.77836879433
1790,124907.77836879433
1791,165466.08908045976
1792,165466.08908045976
1793,124907.77836879433
1794,124907.77836879433
1795,124907.77836879433
1796,124907.77836879433
1797,124907.77836879433
1798,124907.77836879433
1799,124907.77836879433
1800,124907.77836879433
1801,165466.08908045976
1802,165466.08908045976
1803,165466.08908045976
1804,124907.77836879433
1805,124907.77836879433
1806,124907.77836879433
1807,165466.08908045976
1808,124907.77836879433
1809,165466.08908045976
1810,165466.08908045976
1811,165466.08908045976
1812,165466.08908045976
1813,124907.77836879433
1814,124907.77836879433
1815,124907.77836879433
1816,124907.77836879433
1817,165466.08908045976
1818,165466.08908045976
1819,124907.77836879433
1820,124907.77836879433
1821,165466.08908045976
1822,165466.08908045976
1823,124907.77836879433
1824,165466.08908045976
1825,165466.08908045976
1826,124907.77836879433
1827,124907.77836879433
1828,165466.08908045976
1829,124907.77836879433
1830,165466.08908045976
1831,247980.9875
1832,165466.08908045976
1833,165466.08908045976
1834,165466.08908045976
1835,194238.74476987447
1836,165466.08908045976
1837,124907.77836879433
1838,165466.08908045976
1839,124907.77836879433
1840,124907.77836879433
1841,124907.77836879433
1842,124907.77836879433
1843,124907.77836879433
1844,124907.77836879433
1845,165466.08908045976
1846,124907.77836879433
1847,165466.08908045976
1848,124907.77836879433
1849,165466.08908045976
1850,124907.77836879433
1851,165466.08908045976
1852,124907.77836879433
1853,124907.77836879433
1854,194238.74476987447
1855,124907.77836879433
1856,194238.74476987447
1857,165466.08908045976
1858,165466.08908045976
1859,165466.08908045976
1860,124907.77836879433
1861,165466.08908045976
1862,247980.9875
1863,247980.9875
1864,247980.9875
1865,371942.2586206897
1866,371942.2586206897
1867,249392.46601941748
1868,249392.46601941748
1869,194238.74476987447
1870,249392.46601941748
1871,249392.46601941748
1872,165466.08908045976
1873,194238.74476987447
1874,124907.77836879433
1875,194238.74476987447
1876,165466.08908045976
1877,194238.74476987447
1878,194238.74476987447
1879,124907.77836879433
1880,124907.77836879433
1881,194238.74476987447
1882,314894.55384615384
1883,194238.74476987447
1884,194238.74476987447
1885,249392.46601941748
1886,249392.46601941748
1887,194238.74476987447
1888,249392.46601941748
1889,165466.08908045976
1890,124907.77836879433
1891,124907.77836879433
1892,124907.77836879433
1893,124907.77836879433
1894,165466.08908045976
1895,165466.08908045976
1896,124907.77836879433
1897,124907.77836879433
1898,124907.77836879433
1899,124907.77836879433
1900,194238.74476987447
1901,165466.08908045976
1902,124907.77836879433
1903,247980.9875
1904,124907.77836879433
1905,165466.08908045976
1906,165466.08908045976
1907,165466.08908045976
1908,124907.77836879433
1909,124907.77836879433
1910,124907.77836879433
1911,165466.08908045976
1912,247980.9875
1913,165466.08908045976
1914,124907.77836879433
1915,249392.46601941748
1916,124907.77836879433
1917,314894.55384615384
1918,124907.77836879433
1919,124907.77836879433
1920,165466.08908045976
1921,371942.2586206897
1922,371942.2586206897
1923,165466.08908045976
1924,194238.74476987447
1925,247980.9875
1926,371942.2586206897
1927,124907.77836879433
1928,165466.08908045976
1929,124907.77836879433
1930,124907.77836879433
1931,124907.77836879433
1932,124907.77836879433
1933,165466.08908045976
1934,165466.08908045976
1935,165466.08908045976
1936,165466.08908045976
1937,165466.08908045976
1938,165466.08908045976
1939,249392.46601941748
1940,249392.46601941748
1941,165466.08908045976
1942,165466.08908045976
1943,249392.46601941748
1944,314894.55384615384
1945,371942.2586206897
1946,165466.08908045976
1947,371942.2586206897
1948,165466.08908045976
1949,194238.74476987447
1950,194238.74476987447
1951,247980.9875
1952,194238.74476987447
1953,124907.77836879433
1954,247980.9875
1955,124907.77836879433
1956,247980.9875
1957,165466.08908045976
1958,314894.55384615384
1959,165466.08908045976
1960,124907.77836879433
1961,124907.77836879433
1962,124907.77836879433
1963,124907.77836879433
1964,124907.77836879433
1965,165466.08908045976
1966,194238.74476987447
1967,249392.46601941748
1968,314894.55384615384
1969,371942.2586206897
1970,371942.2586206897
1971,371942.2586206897
1972,371942.2586206897
1973,314894.55384615384
1974,314894.55384615384
1975,371942.2586206897
1976,249392.46601941748
1977,314894.55384615384
1978,314894.55384615384
1979,371942.2586206897
1980,194238.74476987447
1981,371942.2586206897
1982,249392.46601941748
1983,249392.46601941748
1984,194238.74476987447
1985,194238.74476987447
1986,194238.74476987447
1987,194238.74476987447
1988,165466.08908045976
1989,194238.74476987447
1990,247980.9875
1991,194238.74476987447
1992,194238.74476987447
1993,194238.74476987447
1994,247980.9875
1995,194238.74476987447
1996,314894.55384615384
1997,371942.2586206897
1998,314894.55384615384
1999,247980.9875
2000,314894.55384615384
2001,247980.9875
