Id,SalePrice
1461,122511.22292199571
1462,138758.33373779833
1463,163456.1409989664
1464,170358.4552508887
1465,249324.4984034708
1466,168507.20898313262
1467,139414.7497494794
1468,166003.91112770166
1469,183894.7748875373
1470,123630.88313825842
1471,188089.7107239058
1472,124337.95036741575
1473,119372.70326075185
1474,164562.16336002815
1475,178171.47563702744
1476,358472.67569181346
1477,270495.9755658502
1478,333488.7707705149
1479,285625.2109437551
1480,391525.1028479908
1481,295140.6456123359
1482,249324.4984034708
1483,142671.1300461657
1484,185855.73463430646
1485,182491.67520659807
1486,203013.39545419702
1487,300793.7501640218
1488,270495.9755658502
1489,187385.60904378854
1490,169015.98542446378
1491,199472.62196257862
1492,120358.43403778886
1493,168507.20898313262
1494,290209.2774731621
1495,291013.66513934726
1496,200144.33481297313
1497,199004.39822809226
1498,180045.96582034964
1499,180045.96582034964
1500,129846.43092499133
1501,167079.08972083742
1502,180403.3417709331
1503,277967.86862298666
1504,253592.19975266446
1505,198503.49459779245
1506,170278.23530720276
1507,172544.94907661076
1508,172927.35045620232
1509,167087.64496431703
1510,136394.92781423015
1511,136394.92781423015
1512,164586.00085596053
1513,166802.25006859275
1514,160217.53542364636
1515,163879.92752229224
1516,167009.69030792502
1517,135734.10663052433
1518,159782.84814914071
1519,197602.24240295272
1520,134528.90695466264
1521,135412.8887885833
1522,168589.97452580213
1523,124433.53430475268
1524,122460.66548480661
1525,123813.6509328456
1526,124518.06693823455
1527,120173.56217141388
1528,126414.40794769688
1529,134958.14752414334
1530,162406.05741244298
1531,155865.989911172
1532,122656.87836154246
1533,137096.4883592157
1534,127911.15821815969
1535,160870.89942495935
1536,127954.91398139739
1537,120182.73448120791
1538,248206.51520565007
1539,273644.80555289076
1540,156113.85009104948
1541,162474.87525442085
1542,157699.01961186645
1543,230985.80603037163
1544,118415.22472933299
1545,124490.31976457631
1546,127035.37606351516
1547,155397.9304621128
1548,157179.89888099596
1549,121281.10129639016
1550,159390.61846568767
1551,134598.57325976613
1552,157185.79431994853
1553,162923.2516475871
1554,128084.45938626929
1555,160965.59288483163
1556,120316.27051383675
1557,151133.4571838743
1558,123212.1978328612
1559,153830.8949887882
1560,161274.55356196116
1561,159188.32104577578
1562,121565.6859979933
1563,121565.6859979933
1564,140643.67773443225
1565,156838.27981355725
